benchmark;flow;op_num;op_type;size_mig;depth_mig;runtime;size;depth
int2float;map_resub_l2_det_map_resub;3;mig_mapper;194;10;0.006728783;260;16
int2float;map_resub_l2_det_map_resub;4;mig_resub;192;10;0.025365233;260;16
int2float;map_resub_l2_det_map_resub;5;mig_det_randomize;192;10;0.0;260;16
int2float;map_resub_l2_det_map_resub;6;mig_mapper;191;10;0.005988714;260;16
int2float;map_resub_l2_det_map_resub;7;mig_resub;191;10;0.030085372;260;16
int2float;map_resub_l2_det_map_resub;8;end;191;10;0.0;260;16
ctrl;map_resub_l2_det_map_resub;0;root;174;10;0;174;10
ctrl;map_resub_l2_det_map_resub;1;mig_mapper;115;5;0.008550573;174;10
ctrl;map_resub_l2_det_map_resub;2;mig_resub;76;9;0.065522864;174;10
ctrl;map_resub_l2_det_map_resub;3;mig_mapper;76;8;0.002740662;174;10
ctrl;map_resub_l2_det_map_resub;4;mig_resub;73;11;0.055519763;174;10
ctrl;map_resub_l2_det_map_resub;5;mig_det_randomize;73;11;0.0;174;10
ctrl;map_resub_l2_det_map_resub;6;mig_mapper;73;10;0.002375273;174;10
ctrl;map_resub_l2_det_map_resub;7;mig_resub;73;10;0.03786134;174;10
ctrl;map_resub_l2_det_map_resub;8;end;73;10;0.0;174;10
i2c;map_resub_l2_det_map_resub;0;root;1342;20;0;1342;20
i2c;map_resub_l2_det_map_resub;1;mig_mapper;1229;13;0.057090618;1342;20
i2c;map_resub_l2_det_map_resub;2;mig_resub;1151;13;0.065286554;1342;20
i2c;map_resub_l2_det_map_resub;3;mig_mapper;1143;13;0.036585525;1342;20
i2c;map_resub_l2_det_map_resub;4;mig_resub;1129;13;0.022987967;1342;20
i2c;map_resub_l2_det_map_resub;5;mig_det_randomize;1129;13;0.0;1342;20
i2c;map_resub_l2_det_map_resub;6;mig_mapper;1123;11;0.033110794;1342;20
i2c;map_resub_l2_det_map_resub;7;mig_resub;1113;11;0.02084926;1342;20
i2c;map_resub_l2_det_map_resub;8;end;1113;11;0.0;1342;20
bar;map_resub_l2_det_map_resub;0;root;3336;12;0;3336;12
bar;map_resub_l2_det_map_resub;1;mig_mapper;2693;13;0.15541059;3336;12
bar;map_resub_l2_det_map_resub;2;mig_resub;2598;14;0.0487964;3336;12
bar;map_resub_l2_det_map_resub;3;mig_mapper;2592;13;0.07436644;3336;12
bar;map_resub_l2_det_map_resub;4;mig_resub;2592;13;0.04923742;3336;12
bar;map_resub_l2_det_map_resub;5;mig_det_randomize;2592;13;0.0;3336;12
bar;map_resub_l2_det_map_resub;6;mig_mapper;2572;13;0.07352294;3336;12
bar;map_resub_l2_det_map_resub;7;mig_resub;2572;13;0.047471445;3336;12
bar;map_resub_l2_det_map_resub;8;end;2572;13;0.0;3336;12
max;map_resub_l2_det_map_resub;0;root;2865;287;0;2865;287
max;map_resub_l2_det_map_resub;1;mig_mapper;2413;158;0.35463142;2865;287
max;map_resub_l2_det_map_resub;2;mig_resub;2412;158;0.020205125;2865;287
max;map_resub_l2_det_map_resub;3;mig_mapper;2283;167;0.2197966;2865;287
max;map_resub_l2_det_map_resub;4;mig_resub;2283;167;0.017908882;2865;287
max;map_resub_l2_det_map_resub;5;mig_det_randomize;2283;167;0.0;2865;287
max;map_resub_l2_det_map_resub;6;mig_mapper;2274;162;0.16869055;2865;287
max;map_resub_l2_det_map_resub;7;mig_resub;2274;162;0.019056644;2865;287
max;map_resub_l2_det_map_resub;8;end;2274;162;0.0;2865;287
voter;map_resub_l2_det_map_resub;0;root;13758;70;0;13758;70
voter;map_resub_l2_det_map_resub;1;mig_mapper;7219;54;1.1262646;13758;70
voter;map_resub_l2_det_map_resub;2;mig_resub;5990;60;0.12401263;13758;70
voter;map_resub_l2_det_map_resub;3;mig_mapper;5032;48;0.27750516;13758;70
voter;map_resub_l2_det_map_resub;4;mig_resub;4557;51;0.03716081;13758;70
voter;map_resub_l2_det_map_resub;5;mig_det_randomize;4557;51;0.0;13758;70
voter;map_resub_l2_det_map_resub;6;mig_mapper;4454;49;0.15937777;13758;70
voter;map_resub_l2_det_map_resub;7;mig_resub;4217;50;0.025332196;13758;70
voter;map_resub_l2_det_map_resub;8;end;4217;50;0.0;13758;70
square;map_resub_l2_det_map_resub;0;root;18484;250;0;18484;250
square;map_resub_l2_det_map_resub;1;mig_mapper;12176;126;1.7278323;18484;250
square;map_resub_l2_det_map_resub;2;mig_resub;9893;126;0.19459231;18484;250
square;map_resub_l2_det_map_resub;3;mig_mapper;9492;126;0.25807974;18484;250
square;map_resub_l2_det_map_resub;4;mig_resub;9148;126;0.06954967;18484;250
square;map_resub_l2_det_map_resub;5;mig_det_randomize;9148;126;0.0;18484;250
square;map_resub_l2_det_map_resub;6;mig_mapper;9133;126;0.25608099;18484;250
square;map_resub_l2_det_map_resub;7;mig_resub;9076;126;0.059131075;18484;250
square;map_resub_l2_det_map_resub;8;end;9076;126;0.0;18484;250
arbiter;map_resub_l2_det_map_resub;0;root;11839;87;0;11839;87
arbiter;map_resub_l2_det_map_resub;1;mig_mapper;6996;59;1.640213;11839;87
arbiter;map_resub_l2_det_map_resub;2;mig_resub;6866;60;0.14710076;11839;87
arbiter;map_resub_l2_det_map_resub;3;mig_mapper;6866;61;0.66245985;11839;87
arbiter;map_resub_l2_det_map_resub;4;mig_resub;6866;61;0.15103194;11839;87
arbiter;map_resub_l2_det_map_resub;5;mig_det_randomize;6866;61;0.0;11839;87
arbiter;map_resub_l2_det_map_resub;6;mig_mapper;6866;60;0.6670528;11839;87
arbiter;map_resub_l2_det_map_resub;7;mig_resub;6866;60;0.14718346;11839;87
arbiter;map_resub_l2_det_map_resub;8;end;6866;60;0.0;11839;87
sqrt;map_resub_l2_det_map_resub;0;root;24618;5058;0;24618;5058
sqrt;map_resub_l2_det_map_resub;1;mig_mapper;20724;5074;1.8797877;24618;5058
sqrt;map_resub_l2_det_map_resub;2;mig_resub;18570;7568;0.38374615;24618;5058
sqrt;map_resub_l2_det_map_resub;3;mig_mapper;13105;2349;1.1226754;24618;5058
sqrt;map_resub_l2_det_map_resub;4;mig_resub;12863;2375;0.111292996;24618;5058
sqrt;map_resub_l2_det_map_resub;5;mig_det_randomize;12863;2375;0.0;24618;5058
sqrt;map_resub_l2_det_map_resub;6;mig_mapper;12776;2330;0.40416187;24618;5058
sqrt;map_resub_l2_det_map_resub;7;mig_resub;12768;2330;0.11354997;24618;5058
sqrt;map_resub_l2_det_map_resub;8;end;12768;2330;0.0;24618;5058
multiplier;map_resub_l2_det_map_resub;0;root;27062;274;0;27062;274
multiplier;map_resub_l2_det_map_resub;1;mig_mapper;19354;143;2.574128;27062;274
multiplier;map_resub_l2_det_map_resub;2;mig_resub;19166;150;0.42802003;27062;274
multiplier;map_resub_l2_det_map_resub;3;mig_mapper;19105;149;0.70766413;27062;274
multiplier;map_resub_l2_det_map_resub;4;mig_resub;19084;149;0.41678873;27062;274
multiplier;map_resub_l2_det_map_resub;5;mig_det_randomize;19084;149;0.0;27062;274
multiplier;map_resub_l2_det_map_resub;6;mig_mapper;19098;149;0.61478597;27062;274
multiplier;map_resub_l2_det_map_resub;7;mig_resub;19089;149;0.4145587;27062;274
multiplier;map_resub_l2_det_map_resub;8;end;19089;149;0.0;27062;274
sin;map_resub_l2_det_map_resub;0;root;5416;225;0;5416;225
sin;map_resub_l2_det_map_resub;1;mig_mapper;4248;127;0.5263026;5416;225
sin;map_resub_l2_det_map_resub;2;mig_resub;4186;129;1.4378165;5416;225
sin;map_resub_l2_det_map_resub;3;mig_mapper;4147;131;0.20452079;5416;225
sin;map_resub_l2_det_map_resub;4;mig_resub;4137;131;1.2595123;5416;225
sin;map_resub_l2_det_map_resub;5;mig_det_randomize;4137;131;0.0;5416;225
sin;map_resub_l2_det_map_resub;6;mig_mapper;4153;126;0.18859483;5416;225
sin;map_resub_l2_det_map_resub;7;mig_resub;4137;126;3.2764194;5416;225
sin;map_resub_l2_det_map_resub;8;end;4137;126;0.0;5416;225
log2;map_resub_l2_det_map_resub;0;root;32060;444;0;32060;444
log2;map_resub_l2_det_map_resub;1;mig_mapper;24295;206;3.338752;32060;444
log2;map_resub_l2_det_map_resub;2;mig_resub;24125;210;0.42600405;32060;444
log2;map_resub_l2_det_map_resub;3;mig_mapper;24168;209;1.1715596;32060;444
log2;map_resub_l2_det_map_resub;4;mig_resub;24115;209;0.39257276;32060;444
log2;map_resub_l2_det_map_resub;5;mig_det_randomize;24115;209;0.0;32060;444
log2;map_resub_l2_det_map_resub;6;mig_mapper;24297;203;1.1305189;32060;444
log2;map_resub_l2_det_map_resub;7;mig_resub;24232;203;0.47002196;32060;444
log2;map_resub_l2_det_map_resub;8;end;24232;203;0.0;32060;444
cavlc;map_resub_l2_det_map_resub;0;root;693;16;0;693;16
cavlc;map_resub_l2_det_map_resub;1;mig_mapper;649;14;0.039423738;693;16
cavlc;map_resub_l2_det_map_resub;2;mig_resub;557;14;2.8995013;693;16
cavlc;map_resub_l2_det_map_resub;3;mig_mapper;550;13;0.018881002;693;16
cavlc;map_resub_l2_det_map_resub;4;mig_resub;540;13;4.054006;693;16
cavlc;map_resub_l2_det_map_resub;5;mig_det_randomize;540;13;0.0;693;16
cavlc;map_resub_l2_det_map_resub;6;mig_mapper;541;13;0.017323373;693;16
cavlc;map_resub_l2_det_map_resub;7;mig_resub;530;13;3.061213;693;16
cavlc;map_resub_l2_det_map_resub;8;end;530;13;0.0;693;16
div;map_resub_l2_det_map_resub;0;root;57247;4372;0;57247;4372
div;map_resub_l2_det_map_resub;1;mig_mapper;53113;2425;3.852994;57247;4372
div;map_resub_l2_det_map_resub;2;mig_resub;43766;3251;1.4995556;57247;4372
div;map_resub_l2_det_map_resub;3;mig_mapper;40390;3108;2.229129;57247;4372
div;map_resub_l2_det_map_resub;4;mig_resub;40158;3090;0.53814495;57247;4372
div;map_resub_l2_det_map_resub;5;mig_det_randomize;40158;3090;0.0;57247;4372
div;map_resub_l2_det_map_resub;6;mig_mapper;40688;2706;1.4518763;57247;4372
div;map_resub_l2_det_map_resub;7;mig_resub;40340;2752;0.57075346;57247;4372
div;map_resub_l2_det_map_resub;8;end;40340;2752;0.0;57247;4372
mem_ctrl;map_resub_l2_det_map_resub;0;root;46836;114;0;46836;114
mem_ctrl;map_resub_l2_det_map_resub;1;mig_mapper;42071;98;3.613833;46836;114
mem_ctrl;map_resub_l2_det_map_resub;2;mig_resub;40066;101;2.3455691;46836;114
mem_ctrl;map_resub_l2_det_map_resub;3;mig_mapper;39852;99;1.8994094;46836;114
mem_ctrl;map_resub_l2_det_map_resub;4;mig_resub;39311;99;1.2223563;46836;114
mem_ctrl;map_resub_l2_det_map_resub;5;mig_det_randomize;39311;99;0.0;46836;114
mem_ctrl;map_resub_l2_det_map_resub;6;mig_mapper;39096;97;2.023046;46836;114
mem_ctrl;map_resub_l2_det_map_resub;7;mig_resub;38718;97;1.0591315;46836;114
mem_ctrl;map_resub_l2_det_map_resub;8;end;38718;97;0.0;46836;114
hyp;map_resub_l2_det_map_resub;0;root;214335;24801;0;214335;24801
hyp;map_resub_l2_det_map_resub;1;mig_mapper;138143;8956;19.674501;214335;24801
hyp;map_resub_l2_det_map_resub;2;mig_resub;126624;8956;1.5958797;214335;24801
hyp;map_resub_l2_det_map_resub;3;mig_mapper;126673;8933;3.220838;214335;24801
hyp;map_resub_l2_det_map_resub;4;mig_resub;123809;8933;1.1085188;214335;24801
hyp;map_resub_l2_det_map_resub;5;mig_det_randomize;123809;8933;0.0;214335;24801
hyp;map_resub_l2_det_map_resub;6;mig_mapper;123885;8869;3.1258361;214335;24801
hyp;map_resub_l2_det_map_resub;7;mig_resub;123726;8869;1.1020633;214335;24801
hyp;map_resub_l2_det_map_resub;8;end;123726;8869;0.0;214335;24801
adder;map_resub_l2_det_map_resub;0;root;1020;255;0;1020;255
adder;map_resub_l2_det_map_resub;1;mig_mapper;384;129;0.05218617;1020;255
adder;map_resub_l2_det_map_resub;2;mig_resub;384;129;0.001404465;1020;255
adder;map_resub_l2_det_map_resub;3;mig_mapper;384;129;0.005647322;1020;255
adder;map_resub_l2_det_map_resub;4;mig_resub;384;129;0.001404163;1020;255
adder;map_resub_l2_det_map_resub;5;mig_det_randomize;384;129;0.0;1020;255
adder;map_resub_l2_det_map_resub;6;mig_mapper;384;129;0.005146898;1020;255
adder;map_resub_l2_det_map_resub;7;mig_resub;384;129;0.001391478;1020;255
adder;map_resub_l2_det_map_resub;8;end;384;129;0.0;1020;255
router;map_resub_l2_det_map_resub;0;root;257;54;0;257;54
router;map_resub_l2_det_map_resub;1;mig_mapper;218;47;0.018832343;257;54
router;map_resub_l2_det_map_resub;2;mig_resub;203;47;0.002413934;257;54
router;map_resub_l2_det_map_resub;3;mig_mapper;194;46;0.008543822;257;54
router;map_resub_l2_det_map_resub;4;mig_resub;192;46;0.002088495;257;54
router;map_resub_l2_det_map_resub;5;mig_det_randomize;192;46;0.0;257;54
router;map_resub_l2_det_map_resub;6;mig_mapper;192;42;0.007364233;257;54
router;map_resub_l2_det_map_resub;7;mig_resub;192;42;0.00217691;257;54
router;map_resub_l2_det_map_resub;8;end;192;42;0.0;257;54
dec;map_resub_l2_det_map_resub;0;root;304;3;0;304;3
dec;map_resub_l2_det_map_resub;1;mig_mapper;304;3;0.010867948;304;3
dec;map_resub_l2_det_map_resub;2;mig_resub;304;3;0.005220252;304;3
dec;map_resub_l2_det_map_resub;3;mig_mapper;304;3;0.010578023;304;3
dec;map_resub_l2_det_map_resub;4;mig_resub;304;3;0.005085935;304;3
dec;map_resub_l2_det_map_resub;5;mig_det_randomize;304;3;0.0;304;3
dec;map_resub_l2_det_map_resub;6;mig_mapper;304;3;0.010549363;304;3
dec;map_resub_l2_det_map_resub;7;mig_resub;304;3;0.005177979;304;3
dec;map_resub_l2_det_map_resub;8;end;304;3;0.0;304;3
priority;map_resub_l2_det_map_resub;0;root;978;250;0;978;250
priority;map_resub_l2_det_map_resub;1;mig_mapper;908;124;0.05437719;978;250
priority;map_resub_l2_det_map_resub;2;mig_resub;640;123;0.005921441;978;250
priority;map_resub_l2_det_map_resub;3;mig_mapper;629;122;0.023157272;978;250
priority;map_resub_l2_det_map_resub;4;mig_resub;464;123;0.00517665;978;250
priority;map_resub_l2_det_map_resub;5;mig_det_randomize;464;123;0.0;978;250
priority;map_resub_l2_det_map_resub;6;mig_mapper;464;123;0.013044154;978;250
priority;map_resub_l2_det_map_resub;7;mig_resub;461;123;0.003475138;978;250
priority;map_resub_l2_det_map_resub;8;end;461;123;0.0;978;250
ctrl;map_resub_l2_det_map_resub;0;root;174;10;0;174;10
ctrl;map_resub_l2_det_map_resub;1;mig_mapper;115;5;0.008511969;174;10
ctrl;map_resub_l2_det_map_resub;2;mig_resub;76;9;0.06528795;174;10
ctrl;map_resub_l2_det_map_resub;3;mig_mapper;76;8;0.002758002;174;10
ctrl;map_resub_l2_det_map_resub;4;mig_resub;73;11;0.05551162;174;10
ctrl;map_resub_l2_det_map_resub;5;mig_det_randomize;73;11;0.0;174;10
ctrl;map_resub_l2_det_map_resub;6;mig_mapper;73;10;0.00237627;174;10
ctrl;map_resub_l2_det_map_resub;7;mig_resub;73;10;0.03806318;174;10
ctrl;map_resub_l2_det_map_resub;8;end;73;10;0.0;174;10
int2float;map_resub_l2_det_map_resub;0;root;260;16;0;260;16
int2float;map_resub_l2_det_map_resub;1;mig_mapper;235;11;0.012004724;260;16
int2float;map_resub_l2_det_map_resub;2;mig_resub;199;10;0.08554089;260;16
int2float;map_resub_l2_det_map_resub;3;mig_mapper;194;10;0.006744648;260;16
int2float;map_resub_l2_det_map_resub;4;mig_resub;192;10;0.025646484;260;16
int2float;map_resub_l2_det_map_resub;5;mig_det_randomize;192;10;0.0;260;16
int2float;map_resub_l2_det_map_resub;6;mig_mapper;191;10;0.005969071;260;16
int2float;map_resub_l2_det_map_resub;7;mig_resub;191;10;0.030298403;260;16
int2float;map_resub_l2_det_map_resub;8;end;191;10;0.0;260;16
i2c;map_resub_l2_det_map_resub;0;root;1342;20;0;1342;20
i2c;map_resub_l2_det_map_resub;1;mig_mapper;1229;13;0.057802346;1342;20
i2c;map_resub_l2_det_map_resub;2;mig_resub;1151;13;0.06526252;1342;20
i2c;map_resub_l2_det_map_resub;3;mig_mapper;1143;13;0.036828782;1342;20
i2c;map_resub_l2_det_map_resub;4;mig_resub;1129;13;0.023122517;1342;20
i2c;map_resub_l2_det_map_resub;5;mig_det_randomize;1129;13;0.0;1342;20
i2c;map_resub_l2_det_map_resub;6;mig_mapper;1123;11;0.032948703;1342;20
i2c;map_resub_l2_det_map_resub;7;mig_resub;1113;11;0.02091784;1342;20
i2c;map_resub_l2_det_map_resub;8;end;1113;11;0.0;1342;20
bar;map_resub_l2_det_map_resub;0;root;3336;12;0;3336;12
bar;map_resub_l2_det_map_resub;1;mig_mapper;2693;13;0.15438397;3336;12
bar;map_resub_l2_det_map_resub;2;mig_resub;2598;14;0.049340136;3336;12
bar;map_resub_l2_det_map_resub;3;mig_mapper;2592;13;0.07222885;3336;12
bar;map_resub_l2_det_map_resub;4;mig_resub;2592;13;0.049560994;3336;12
bar;map_resub_l2_det_map_resub;5;mig_det_randomize;2592;13;0.0;3336;12
bar;map_resub_l2_det_map_resub;6;mig_mapper;2572;13;0.07051999;3336;12
bar;map_resub_l2_det_map_resub;7;mig_resub;2572;13;0.048361264;3336;12
bar;map_resub_l2_det_map_resub;8;end;2572;13;0.0;3336;12
max;map_resub_l2_det_map_resub;0;root;2865;287;0;2865;287
max;map_resub_l2_det_map_resub;1;mig_mapper;2413;158;0.3670659;2865;287
max;map_resub_l2_det_map_resub;2;mig_resub;2412;158;0.020425599;2865;287
max;map_resub_l2_det_map_resub;3;mig_mapper;2283;167;0.22572249;2865;287
max;map_resub_l2_det_map_resub;4;mig_resub;2283;167;0.01890616;2865;287
max;map_resub_l2_det_map_resub;5;mig_det_randomize;2283;167;0.0;2865;287
max;map_resub_l2_det_map_resub;6;mig_mapper;2274;162;0.16435945;2865;287
max;map_resub_l2_det_map_resub;7;mig_resub;2274;162;0.017975938;2865;287
max;map_resub_l2_det_map_resub;8;end;2274;162;0.0;2865;287
voter;map_resub_l2_det_map_resub;0;root;13758;70;0;13758;70
voter;map_resub_l2_det_map_resub;1;mig_mapper;7219;54;1.1179739;13758;70
voter;map_resub_l2_det_map_resub;2;mig_resub;5990;60;0.12341703;13758;70
voter;map_resub_l2_det_map_resub;3;mig_mapper;5032;48;0.27406093;13758;70
voter;map_resub_l2_det_map_resub;4;mig_resub;4557;51;0.036894776;13758;70
voter;map_resub_l2_det_map_resub;5;mig_det_randomize;4557;51;0.0;13758;70
voter;map_resub_l2_det_map_resub;6;mig_mapper;4454;49;0.15638222;13758;70
voter;map_resub_l2_det_map_resub;7;mig_resub;4217;50;0.025228314;13758;70
voter;map_resub_l2_det_map_resub;8;end;4217;50;0.0;13758;70
square;map_resub_l2_det_map_resub;0;root;18484;250;0;18484;250
square;map_resub_l2_det_map_resub;1;mig_mapper;12176;126;1.7137244;18484;250
square;map_resub_l2_det_map_resub;2;mig_resub;9893;126;0.1941596;18484;250
square;map_resub_l2_det_map_resub;3;mig_mapper;9492;126;0.25971708;18484;250
square;map_resub_l2_det_map_resub;4;mig_resub;9148;126;0.06848532;18484;250
square;map_resub_l2_det_map_resub;5;mig_det_randomize;9148;126;0.0;18484;250
square;map_resub_l2_det_map_resub;6;mig_mapper;9133;126;0.19237174;18484;250
square;map_resub_l2_det_map_resub;7;mig_resub;9076;126;0.058439057;18484;250
square;map_resub_l2_det_map_resub;8;end;9076;126;0.0;18484;250
arbiter;map_resub_l2_det_map_resub;0;root;11839;87;0;11839;87
arbiter;map_resub_l2_det_map_resub;1;mig_mapper;6996;59;1.6435899;11839;87
arbiter;map_resub_l2_det_map_resub;2;mig_resub;6866;60;0.14589189;11839;87
arbiter;map_resub_l2_det_map_resub;3;mig_mapper;6866;61;0.6597991;11839;87
arbiter;map_resub_l2_det_map_resub;4;mig_resub;6866;61;0.14855036;11839;87
arbiter;map_resub_l2_det_map_resub;5;mig_det_randomize;6866;61;0.0;11839;87
arbiter;map_resub_l2_det_map_resub;6;mig_mapper;6866;60;0.6660799;11839;87
arbiter;map_resub_l2_det_map_resub;7;mig_resub;6866;60;0.14681162;11839;87
arbiter;map_resub_l2_det_map_resub;8;end;6866;60;0.0;11839;87
sqrt;map_resub_l2_det_map_resub;0;root;24618;5058;0;24618;5058
sqrt;map_resub_l2_det_map_resub;1;mig_mapper;20724;5074;1.8648645;24618;5058
sqrt;map_resub_l2_det_map_resub;2;mig_resub;18570;7568;0.4158848;24618;5058
sqrt;map_resub_l2_det_map_resub;3;mig_mapper;13105;2349;1.1074802;24618;5058
sqrt;map_resub_l2_det_map_resub;4;mig_resub;12863;2375;0.111559026;24618;5058
sqrt;map_resub_l2_det_map_resub;5;mig_det_randomize;12863;2375;0.0;24618;5058
sqrt;map_resub_l2_det_map_resub;6;mig_mapper;12776;2330;0.36728;24618;5058
sqrt;map_resub_l2_det_map_resub;7;mig_resub;12768;2330;0.11393889;24618;5058
sqrt;map_resub_l2_det_map_resub;8;end;12768;2330;0.0;24618;5058
multiplier;map_resub_l2_det_map_resub;0;root;27062;274;0;27062;274
multiplier;map_resub_l2_det_map_resub;1;mig_mapper;19354;143;2.5634658;27062;274
multiplier;map_resub_l2_det_map_resub;2;mig_resub;19166;150;0.42451945;27062;274
multiplier;map_resub_l2_det_map_resub;3;mig_mapper;19105;149;0.69834185;27062;274
multiplier;map_resub_l2_det_map_resub;4;mig_resub;19084;149;0.41504958;27062;274
multiplier;map_resub_l2_det_map_resub;5;mig_det_randomize;19084;149;0.0;27062;274
multiplier;map_resub_l2_det_map_resub;6;mig_mapper;19098;149;0.63603324;27062;274
multiplier;map_resub_l2_det_map_resub;7;mig_resub;19089;149;0.41199064;27062;274
multiplier;map_resub_l2_det_map_resub;8;end;19089;149;0.0;27062;274
sin;map_resub_l2_det_map_resub;0;root;5416;225;0;5416;225
sin;map_resub_l2_det_map_resub;1;mig_mapper;4248;127;0.53512716;5416;225
sin;map_resub_l2_det_map_resub;2;mig_resub;4186;129;1.4581695;5416;225
sin;map_resub_l2_det_map_resub;3;mig_mapper;4146;131;0.21416946;5416;225
sin;map_resub_l2_det_map_resub;4;mig_resub;4136;131;1.2683444;5416;225
sin;map_resub_l2_det_map_resub;5;mig_det_randomize;4136;131;0.0;5416;225
sin;map_resub_l2_det_map_resub;6;mig_mapper;4154;126;0.18952018;5416;225
sin;map_resub_l2_det_map_resub;7;mig_resub;4138;126;3.3073077;5416;225
sin;map_resub_l2_det_map_resub;8;end;4138;126;0.0;5416;225
log2;map_resub_l2_det_map_resub;0;root;32060;444;0;32060;444
log2;map_resub_l2_det_map_resub;1;mig_mapper;24295;206;3.6766357;32060;444
log2;map_resub_l2_det_map_resub;2;mig_resub;24125;210;0.46626213;32060;444
log2;map_resub_l2_det_map_resub;3;mig_mapper;24168;209;1.1552976;32060;444
log2;map_resub_l2_det_map_resub;4;mig_resub;24115;209;0.38951805;32060;444
log2;map_resub_l2_det_map_resub;5;mig_det_randomize;24115;209;0.0;32060;444
log2;map_resub_l2_det_map_resub;6;mig_mapper;24297;203;1.1110917;32060;444
log2;map_resub_l2_det_map_resub;7;mig_resub;24232;203;0.473321;32060;444
log2;map_resub_l2_det_map_resub;8;end;24232;203;0.0;32060;444
cavlc;map_resub_l2_det_map_resub;0;root;693;16;0;693;16
cavlc;map_resub_l2_det_map_resub;1;mig_mapper;649;14;0.040386334;693;16
cavlc;map_resub_l2_det_map_resub;2;mig_resub;557;14;2.8940592;693;16
cavlc;map_resub_l2_det_map_resub;3;mig_mapper;550;13;0.018824073;693;16
cavlc;map_resub_l2_det_map_resub;4;mig_resub;540;13;4.053195;693;16
cavlc;map_resub_l2_det_map_resub;5;mig_det_randomize;540;13;0.0;693;16
cavlc;map_resub_l2_det_map_resub;6;mig_mapper;541;13;0.01733929;693;16
cavlc;map_resub_l2_det_map_resub;7;mig_resub;530;13;2.9971535;693;16
cavlc;map_resub_l2_det_map_resub;8;end;530;13;0.0;693;16
div;map_resub_l2_det_map_resub;0;root;57247;4372;0;57247;4372
div;map_resub_l2_det_map_resub;1;mig_mapper;53113;2425;3.867819;57247;4372
div;map_resub_l2_det_map_resub;2;mig_resub;43766;3251;1.5154753;57247;4372
div;map_resub_l2_det_map_resub;3;mig_mapper;40390;3108;2.0221214;57247;4372
div;map_resub_l2_det_map_resub;4;mig_resub;40158;3090;0.51871276;57247;4372
div;map_resub_l2_det_map_resub;5;mig_det_randomize;40158;3090;0.0;57247;4372
